 SRR11617503	SRR11617504	SRR11617505	SRR11617506	SRR11617507	SRR11617508	SRR11617513	SRR11617514	SRR11617519	SRR11617520	SRR11617523	SRR11617524	SRR11617526	SRR11617527	SRR11617528
scig1.0040398	0	1	0	1	0	5	0	0	2	1	2	0	1	1	2
scig1.0047803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059217	0	0	0	0	3	0	1	0	0	3	0	0	0	0	0
scig1.0047816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047825	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
scig1.0047852	3	0	0	0	9	6	2	2	0	4	8	7	3	6	0
scig1.0047857	0	0	0	0	0	3	5	0	1	2	0	1	2	4	2
scig1.0010497	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0017828	0	0	1	0	0	0	3	0	0	1	2	0	0	0	0
scig1.0047864	0	0	2	0	0	0	0	2	3	1	4	3	3	3	0
scig1.0054428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0065725	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0078652	1	0	1	0	0	0	0	0	0	0	0	0	0	0	5
scig1.0055485	2	0	1	0	2	0	0	0	0	0	0	0	0	0	6
scig1.0047868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047884	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
scig1.0047908	100	48	37	19	78	78	107	60	62	106	68	126	50	60	69
scig1.0047946	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0056461	240	108	121	84	157	108	109	90	142	154	180	164	200	200	151
scig1.0047949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0049423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036938	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
scig1.0007430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048000	22	7	5	7	8	11	3	2	7	14	26	15	5	12	1
scig1.0004670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048004	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0054856	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
scig1.0048049	2	1	0	0	4	3	2	2	3	11	9	4	1	0	21
scig1.0036039	1409	684	674	601	1344	820	421	534	496	524	513	443	576	717	390
scig1.0048025	50	22	34	11	51	25	21	13	20	39	37	19	25	39	40
scig1.0074859	469	160	392	162	541	367	174	269	240	276	278	294	226	329	465
scig1.0079376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0012172	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0018469	24	1	46	12	1	2	1	0	0	5	1	0	1	0	170
scig1.0048061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0064463	0	1	0	0	1	0	0	2	1	2	2	0	5	4	0
scig1.0048093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0013464	436	214	281	208	457	377	360	266	346	462	509	487	582	527	228
scig1.0048106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076921	7	7	3	6	13	5	4	4	2	7	3	1	5	2	5
scig1.0007797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048139	1	0	0	0	4	0	0	0	0	1	1	0	1	0	0
scig1.0035682	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0048152	1	2	2	0	0	0	0	0	0	3	1	2	1	0	1
scig1.0012982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048153	437	89	112	42	135	132	178	77	97	133	220	183	122	161	81
scig1.0033441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048154	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
scig1.0048166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048182	2	1	0	0	0	0	1	1	2	3	3	0	3	0	1
scig1.0020759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0031818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048194	3	0	0	0	0	0	0	2	0	1	1	0	1	5	2
scig1.0052695	0	0	1	0	1	0	0	1	1	3	1	0	9	10	2
scig1.0044834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0025956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
scig1.0044149	14	5	4	8	10	14	5	8	14	7	30	11	7	10	8
scig1.0050137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0002928	1	2	0	1	1	2	0	0	0	1	1	0	0	3	0
scig1.0048213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045099	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
scig1.0053785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048222	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046598	16	13	23	9	13	4	69	8	5	15	4	7	2	4	246
scig1.0012261	0	0	0	1	3	1	2	0	1	0	1	5	0	0	8
scig1.0048226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0002901	2	0	2	0	0	0	1	0	0	0	1	0	3	0	4
scig1.0065601	0	5	9	14	19	2	2	0	5	13	18	0	23	62	2
scig1.0048248	11	20	4	4	6	11	2	7	17	0	3	0	0	0	2
scig1.0033678	64	39	26	32	54	39	32	33	75	55	60	41	64	81	58
scig1.0077564	34	18	20	20	38	22	16	26	16	19	9	15	18	46	31
scig1.0048258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010715	2	0	0	0	1	5	0	2	2	0	1	0	0	0	1
scig1.0057299	0	0	2	1	0	0	0	0	0	0	2	3	4	3	1
scig1.0022277	12	3	2	2	10	0	2	4	3	5	1	3	7	19	13
scig1.0048259	2	0	1	0	1	0	0	0	1	1	1	7	0	0	6
scig1.0048268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032931	5	4	3	1	2	3	0	2	0	2	5	6	10	3	4
scig1.0048284	4	1	3	0	0	0	1	1	1	7	1	4	1	2	1
scig1.0060701	109	59	52	53	95	151	103	81	201	128	156	119	228	291	22
scig1.0048287	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0
scig1.0050651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0000174	0	0	2	0	0	3	0	0	1	0	0	0	0	3	0
scig1.0039718	398	184	196	176	298	299	389	272	369	496	457	422	377	433	579
scig1.0048303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0028348	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0
scig1.0048314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048323	163	52	39	18	59	32	27	33	49	45	74	64	52	64	43
scig1.0048326	6	0	6	3	17	17	5	8	9	6	19	17	2	9	8
scig1.0070080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048399	97	37	83	36	34	50	66	54	61	53	27	45	29	29	101
scig1.0073877	0	1	0	2	0	0	1	0	0	1	1	0	0	3	4
scig1.0031454	2	0	2	3	0	0	4	0	2	2	0	3	0	0	6
scig1.0051701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050951	266	143	177	117	361	264	349	231	320	411	307	345	215	342	804
scig1.0048418	38	17	25	11	23	15	18	9	20	22	31	41	30	41	36
scig1.9001333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0004719	286	98	71	30	67	59	34	24	14	9	6	10	6	1	215
scig1.0048457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009872	232	187	229	291	490	531	363	282	603	593	761	710	577	1250	659
scig1.0079592	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0048463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048468	79	30	45	36	69	42	31	26	37	20	86	58	62	88	30
scig1.0073532	480	143	240	85	255	216	106	162	185	131	232	205	158	245	182
scig1.0065526	0	0	0	0	10	3	0	10	1	0	7	0	0	3	8
scig1.0004521	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
scig1.0048475	185	78	126	88	217	145	182	116	85	154	210	194	101	164	156
scig1.0048479	242	141	116	112	217	118	86	77	124	89	141	104	158	205	59
scig1.0035305	0	0	5	0	0	2	0	0	6	2	4	0	6	0	0
scig1.0062777	0	0	2	0	0	0	0	0	0	1	2	0	0	0	2
scig1.0048505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0023852	286	86	31	15	1	6	0	0	0	2	0	0	0	0	28
scig1.0048524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0013637	109	9	34	6	32	30	2	26	2	3	0	1	3	5	2
scig1.0048539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043754	1	0	1	0	0	0	0	0	0	1	0	3	0	1	0
scig1.0048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0014975	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0048587	8	3	3	0	8	11	3	10	15	11	6	7	3	4	19
scig1.0048596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048628	1	0	3	1	0	0	1	1	0	0	0	1	0	1	0
scig1.0048633	347	206	283	129	446	259	112	159	78	57	109	76	145	228	167
scig1.0048644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048660	39	22	41	12	62	43	7	33	13	16	33	34	29	30	49
scig1.0009432	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
scig1.0048661	4	0	1	5	2	2	6	0	4	2	4	2	0	0	6
scig1.0028959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074897	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0
scig1.0005121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063154	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
scig1.0048684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077482	147	68	87	73	124	87	110	96	237	142	211	113	122	827	291
scig1.0065355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054114	1	0	2	0	1	1	1	0	0	3	0	0	2	3	0
scig1.0057367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059974	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
scig1.0021297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0048719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9000332	14	15	2	3	1	5	15	17	21	17	38	2	19	116	19
scig1.0048738	3	2	0	0	0	2	1	2	1	5	0	2	0	0	0
scig1.0039737	396	70	101	63	307	284	279	231	190	224	346	367	329	399	135
scig1.0048766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011500	1	0	1	0	1	0	0	2	0	2	0	0	0	0	1
scig1.0048790	1	2	0	1	2	4	0	0	3	1	1	7	2	2	6
scig1.0037049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075533	2973	1038	1101	585	1206	971	742	612	714	724	869	823	759	1021	589
scig1.0048796	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048821	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048828	7	9	2	1	6	2	1	2	0	4	5	1	0	1	5
scig1.0017670	3	1	0	0	1	1	0	0	2	1	0	0	0	0	0
scig1.0012873	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
scig1.0011651	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0
scig1.0048868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0079559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0029176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0008384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0031636	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0048881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020182	168	50	0	0	0	0	1	0	9	0	2	2	0	3	2
scig1.0048892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048924	2	0	1	0	0	2	1	2	0	0	3	1	3	0	1
scig1.0048935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0038022	206	58	77	41	56	82	49	16	41	47	60	65	51	53	32
scig1.0062724	571	261	354	233	338	308	161	200	200	228	119	152	87	139	410
scig1.0033572	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0
scig1.0063421	1	0	3	0	0	0	0	0	0	0	0	0	0	0	6
scig1.0072848	1	0	0	0	0	1	1	0	0	0	0	0	2	4	0
scig1.0048944	378	65	144	55	128	83	68	34	76	82	90	86	97	91	72
scig1.0022618	2	1	0	0	0	2	3	1	3	4	2	3	4	3	7
scig1.0048948	217	103	117	72	350	176	170	145	102	125	227	111	153	190	49
scig1.0048967	3	0	0	0	0	0	3	1	0	4	1	7	1	3	0
scig1.0020215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0069133	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073416	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0010506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048980	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
scig1.0048996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0004515	45	16	19	6	32	20	11	25	47	29	25	18	28	25	26
scig1.0049033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0068802	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0049040	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2
scig1.0062978	169	64	56	10	13	38	29	8	18	27	18	13	11	13	19
scig1.0034544	15	2	0	0	6	9	1	1	1	1	5	0	5	4	4
scig1.0033580	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0061392	133	70	103	43	61	46	80	52	64	106	77	51	79	95	57
scig1.0049053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0049057	417	126	240	127	379	342	192	203	219	310	377	324	271	532	142
scig1.0049058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0069916	0	1	0	1	0	2	0	2	1	0	6	1	0	2	1
scig1.0070588	62	43	28	19	79	91	90	88	48	92	112	102	52	43	74
scig1.0049077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0004040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0013753	1	2	0	0	9	2	2	0	2	2	6	0	3	0	3
scig1.0075996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049079	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2
scig1.0000502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049088	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3
scig1.0038479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049105	37	51	7	11	98	43	320	56	388	332	540	436	400	360	30
scig1.0049106	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
scig1.0011426	78	14	18	7	26	17	16	13	19	23	26	25	30	25	7
scig1.0007425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049111	0	0	0	0	0	0	0	0	0	1	0	3	0	2	1
scig1.0049124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0079943	55	18	21	7	41	54	20	25	28	26	36	26	24	26	88
scig1.0048165	3	0	0	0	0	0	0	2	0	0	0	3	0	0	10
scig1.0049132	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0073069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0023706	2	0	0	0	0	0	0	0	0	3	1	0	1	1	4
scig1.0010199	111	124	14	49	117	147	47	86	187	73	111	123	57	106	109
scig1.0071122	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
scig1.0049141	477	169	215	98	179	133	108	138	150	172	108	59	61	146	100
scig1.0067107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0080349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033197	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0049154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0025907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015109	0	0	0	3	0	0	1	2	3	7	4	6	0	0	19
scig1.0002306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049155	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
scig1.0055950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049173	33	13	12	5	8	15	11	6	24	27	16	11	6	16	25
scig1.0034104	801	907	186	159	80	311	12	22	8	4	6	1	0	0	56
scig1.0052831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0006022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049186	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0049196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045820	3	0	0	0	0	1	0	2	1	0	0	1	0	0	0
scig1.0049223	3	4	0	1	1	0	0	0	0	0	0	0	0	0	1
scig1.0049236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049251	88	40	61	42	82	92	19	35	40	24	49	54	42	71	24
scig1.0033417	2	0	0	0	0	0	0	1	0	0	0	4	1	1	35
scig1.0049258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019571	1067	543	740	673	788	661	810	689	990	1306	1090	1074	890	1400	311
scig1.0001462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049279	4	0	0	0	1	0	1	0	0	0	0	0	0	1	0
scig1.0078370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0031793	529	374	264	305	901	684	544	487	540	716	768	789	731	953	308
scig1.0026778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049293	754	435	403	394	1168	822	548	575	491	702	743	650	489	707	352
scig1.0026118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0025788	341	104	232	142	358	214	1083	351	2025	1631	3780	4417	3121	7804	1496
scig1.0049303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041658	6	6	10	7	12	6	2	3	1573	11	45	76	25	78	4
scig1.0049318	557	323	290	160	166	182	167	115	262	264	240	209	240	321	913
scig1.0028562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010857	0	0	0	0	2	2	0	4	1	0	0	1	0	0	1
scig1.0049323	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
scig1.0059759	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0030135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049370	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
scig1.0049375	289	107	95	59	167	134	78	76	115	122	174	140	133	156	97
scig1.0059458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0061533	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0
scig1.0048288	0	1	0	1	1	0	1	2	0	1	0	3	3	3	0
scig1.0033601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049382	2	0	2	0	0	0	0	0	0	2	0	2	1	2	1
scig1.0073107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074070	17	9	15	18	20	14	46	15	48	69	34	18	22	36	73
scig1.9002030	0	0	1	0	2	0	0	0	0	0	0	0	5	0	0
scig1.0052101	0	0	0	0	6	2	0	4	0	0	1	1	0	1	0
scig1.0015883	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
scig1.0049390	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
scig1.0059448	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0055643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0003870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0004102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049414	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0054972	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0
scig1.9000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049416	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0019876	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0050923	39	5	28	6	17	9	8	16	21	21	15	10	18	28	11
scig1.0049420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058912	16	3	4	3	7	14	2	8	4	4	10	14	6	1	3
scig1.0060431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049429	0	0	0	0	5	4	0	0	0	0	0	0	0	0	1
scig1.0049435	5	1	0	1	10	8	2	1	5	4	5	10	3	3	2
scig1.0071982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049441	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049467	8	5	1	4	0	4	4	3	10	5	1	4	0	2	2
scig1.0063433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049484	224	124	37	30	27	41	9	11	3	2	1	6	1	6	10
scig1.0049495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063763	1	0	0	0	0	1	4	0	3	1	0	0	0	2	0
scig1.0017118	6	2	2	0	3	2	4	3	3	5	5	1	6	1	6
scig1.0049499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0031236	1	2	1	0	5	2	0	1	5	1	7	14	3	4	1
scig1.0004752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049540	4	0	4	3	1	4	7	2	0	4	1	5	3	4	5
scig1.0049552	711	211	254	93	340	424	197	295	230	188	253	307	267	329	110
scig1.0049568	15	4	19	9	7	3	2	0	3	6	9	2	7	9	3
scig1.0049564	0	0	0	0	0	0	0	0	0	1	3	0	3	0	0
scig1.0049585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055532	5580	6588	1234	4047	7033	8915	5502	7587	9939	6965	4808	11586	6952	5764	1382
scig1.0049608	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0
scig1.0049614	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
scig1.0049616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075750	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0049628	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
scig1.0030390	0	0	2	0	1	4	1	0	1	0	1	1	0	0	0
scig1.0049636	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0049637	5	0	3	0	0	1	0	1	2	0	0	0	0	0	0
scig1.0049653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0022713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0030032	64	18	14	15	11	6	2	41	7	16	0	0	4	1	3
scig1.0052633	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
scig1.0041017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0028343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067943	288	84	119	38	99	42	53	46	88	52	57	44	47	57	60
scig1.0049656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9000937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049660	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
scig1.0029640	221	68	76	16	44	65	43	32	45	62	49	65	56	91	44
scig1.0049665	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
