 GW30948_IN	GW30948_OS	GW30948_OUT	GW30951_IN	GW30951_OS	GW30951_OUT	GW30956_IN	GW30956_OS	GW30956_OUT	GW30957_IN	GW30957_OS	GW30957_OUT	GW30959_IN	GW30959_OS	GW30959_OUT
scig1.0061097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060880	7	8	2	0	2	10	3	4	4	9	9	8	5	5	3
scig1.0060876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060804	3	0	0	1	2	0	0	0	1	5	0	5	0	0	0
scig1.0060764	2	1	0	1	1	2	0	0	0	2	1	0	0	0	0
scig1.0060747	32	3	16	381	31	1003	144	18	334	113	10	105	56	28	78
scig1.0060554	2	0	0	6	1	8	0	1	3	3	3	1	0	0	1
scig1.0060339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060045	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0060020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059986	0	3	1	4	3	1	3	0	0	1	2	0	0	0	0
scig1.0059950	22	16	9	60	52	141	38	45	60	30	19	39	27	30	25
scig1.0059916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059803	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059723	5	1	4	3	2	3	1	1	3	0	1	2	0	0	1
scig1.0059694	0	0	0	30	4	72	41	73	70	20	2	20	31	9	29
scig1.0059557	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0059459	10	268	11	55	188	296	29	232	29	28	134	71	28	138	48
scig1.0059388	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0
scig1.0059372	222	28	88	405	77	674	136	39	233	264	26	348	211	68	134
scig1.0059334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059242	1	4	4	5	3	5	1	5	2	1	4	8	6	0	5
scig1.0059229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059225	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0059220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059204	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0059114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058972	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0058938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058872	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
scig1.0058854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058261	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
scig1.0058231	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0
scig1.0058215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057469	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
scig1.0057357	0	0	0	3	1	0	0	0	0	2	0	0	0	0	5
scig1.0057334	1	0	0	5	1	2	0	1	1	3	1	0	0	0	1
scig1.0057268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057130	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
scig1.0057129	38	71	18	93	86	110	57	106	66	48	114	51	30	25	43
scig1.0057105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056446	84	23	3	123	55	273	115	56	94	92	37	62	62	47	48
scig1.0056445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056106	0	5	0	2	12	0	0	16	1	0	9	0	3	2	2
scig1.0056088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056041	1	0	0	4	2	4	5	3	2	1	1	2	2	1	0
scig1.0055881	0	1	3	0	2	4	2	1	0	2	0	0	0	0	0
scig1.0055878	126	19	98	359	60	572	275	81	502	175	13	231	156	35	185
scig1.0055778	1	0	0	5	2	1	0	0	0	2	2	0	0	0	0
scig1.0055587	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0055318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055225	1	1	1	2	4	7	3	3	2	2	1	1	0	0	0
scig1.0055208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055084	1586	116	2083	5426	976	14422	1330	373	2683	3214	195	10568	2222	847	1836
scig1.0054992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054982	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0
scig1.0054974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054564	0	0	0	4	2	0	0	0	2	0	0	0	0	0	0
scig1.0054505	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
scig1.0054436	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054421	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
scig1.0054420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054403	0	0	0	21	15	51	1	0	0	85	0	23	35	22	19
scig1.0054173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053660	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0
scig1.0053586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053534	1023	343	190	611	667	1088	784	638	593	821	451	418	605	331	446
scig1.0053531	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
scig1.0053404	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
scig1.0053390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053352	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0053316	434	137	199	1407	293	1854	1387	284	1813	356	233	391	387	179	258
scig1.0053261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053165	0	1	0	128	9	348	26	6	33	18	0	24	32	8	13
scig1.0053101	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0053077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0053047	0	1	1	1	1	3	0	0	0	0	1	1	1	0	0
scig1.0052804	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0052710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0052709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0052481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0052257	0	2	0	0	1	1	1	1	4	0	0	0	2	1	0
scig1.0052112	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
scig1.0052026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051873	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0051858	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
scig1.0051853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051831	17	2	19	49	25	89	29	12	58	50	8	67	28	22	28
scig1.0051796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051543	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0051494	0	0	0	0	0	2	0	0	0	0	1	0	1	0	2
scig1.0051373	0	2	3	0	0	0	1	0	0	0	2	2	0	1	1
scig1.0051355	0	0	1	1	0	2	0	1	1	0	1	1	0	0	1
scig1.0051278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051251	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
scig1.0051066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050777	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0050629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050568	323	79	56	252	169	449	338	144	298	332	81	150	263	132	190
scig1.0050517	36	18	68	153	37	254	43	43	93	45	41	101	62	64	57
scig1.0050290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050246	15	15	30	17	12	51	18	16	30	20	9	49	16	16	9
scig1.0050190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050163	184	72	52	148	135	241	140	159	196	139	90	120	108	80	73
scig1.0049823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0049444	1	0	0	0	0	2	0	0	0	1	1	1	1	1	0
scig1.0049270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049207	0	0	0	4	3	2	2	5	4	0	1	1	0	0	0
scig1.0049095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049019	0	1	1	1	0	0	0	0	0	1	0	2	2	0	0
scig1.0048951	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0082016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048804	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0048800	44	21	40	64	24	80	27	24	44	30	17	64	35	9	38
scig1.0048723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048711	2	1	0	3	3	13	2	3	2	1	1	1	0	1	1
scig1.0057996	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
scig1.0048696	574	462	170	697	695	1509	456	686	557	599	546	666	529	462	447
scig1.0048617	0	0	0	5	3	4	0	0	0	9	0	17	1	0	1
scig1.0048614	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
scig1.0048559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048410	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0048389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048215	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
scig1.0048206	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
scig1.0048188	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
scig1.0048136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048105	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
scig1.0048037	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0
scig1.0047934	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0074963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047915	16	4	3	8	6	44	4	6	8	16	9	24	9	5	8
scig1.0047905	193	46	80	179	57	357	63	45	71	201	16	253	138	65	125
scig1.0047901	387	138	41	308	164	500	224	175	300	198	127	143	191	91	152
scig1.0047873	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
scig1.0047819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047249	0	2	0	0	2	0	1	0	1	0	2	0	0	0	0
scig1.0047205	2	1	0	2	4	6	1	1	0	11	3	9	9	1	0
scig1.0047169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046832	0	1	0	0	0	1	0	0	2	0	0	0	0	0	1
scig1.0070513	28	27	7	62	63	79	63	90	38	24	25	14	31	34	18
scig1.0046549	0	0	0	0	0	0	2	1	2	0	1	0	1	0	0
scig1.0046504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046197	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
scig1.0046189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046142	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
scig1.0046023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046006	0	0	0	1	0	1	0	0	1	1	0	2	1	0	0
scig1.0045833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045781	0	0	0	0	1	1	0	1	0	0	3	1	0	1	0
scig1.0045739	0	0	0	1	2	0	2	12	1	0	1	0	4	6	1
scig1.0045694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045535	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
scig1.0045533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045439	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
scig1.0045426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045207	680	230	171	1113	593	2128	695	476	781	671	343	892	610	347	593
scig1.0045072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044679	648	248	94	601	337	1079	462	350	576	418	251	365	398	170	333
scig1.0044637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044478	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
scig1.0044419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044380	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
scig1.0044270	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
scig1.0044005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043926	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043751	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0043713	10	5	1	44	28	62	29	16	19	27	43	14	20	5	17
scig1.0043704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043246	0	1	0	1	2	5	4	8	0	1	2	0	0	3	1
scig1.0043189	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
scig1.0042709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042700	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
scig1.0042617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042467	0	0	1	5	3	4	3	2	4	2	4	1	1	1	1
scig1.0042450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042133	4	4	1	6	1	10	2	2	6	2	0	2	1	0	0
scig1.0042023	1	3	0	1	2	1	0	1	0	0	0	0	0	0	0
scig1.0041972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041767	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
scig1.0041755	0	1	1	0	1	1	0	1	0	0	2	1	1	1	0
scig1.0041703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041581	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
scig1.0041580	0	0	0	2	0	5	0	0	1	0	0	1	0	0	1
scig1.0041478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041323	4	1	0	0	1	1	0	0	0	1	0	0	1	0	1
scig1.0041302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041267	0	0	0	5	0	8	4	3	9	2	0	4	0	1	2
scig1.0041211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041037	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0040946	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0040942	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
scig1.0040771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0040471	5	0	2	2	0	3	0	0	4	1	0	0	2	0	1
scig1.0040464	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0040236	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
scig1.0040213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0040000	62	30	39	113	59	265	48	55	59	66	44	93	64	50	44
scig1.0039962	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
scig1.0039880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039863	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0039840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039623	0	11	0	0	1	9	1	5	2	4	617	17	6	55	12
scig1.0039406	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0039365	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0039308	0	16	0	3	111	2	1	39	0	2	25	4	1	33	2
scig1.0039264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039066	1	0	0	2	0	1	2	0	0	1	1	1	2	0	0
scig1.0039007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0038915	73	30	26	33	25	111	8	15	13	113	43	137	44	31	43
scig1.0038626	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
scig1.0038425	1	0	1	17	2	27	16	0	16	2	1	11	3	2	3
scig1.0038256	0	1	0	2	0	1	0	0	1	2	0	2	0	0	0
scig1.0038237	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0
scig1.0038149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037999	0	4	0	0	2	3	3	0	1	0	3	0	0	0	0
scig1.0037560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037462	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
scig1.0037451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037417	0	0	0	2	0	2	0	0	0	2	0	3	0	0	1
scig1.0037414	2	4	0	0	1	0	0	1	3	2	0	0	2	0	0
scig1.0037291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037203	22	11	5	38	25	58	13	24	28	14	26	30	12	15	6
scig1.0037192	18	14	21	95	50	212	66	59	107	50	22	71	57	47	28
scig1.0037175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036964	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0
scig1.0036925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036602	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0036586	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036441	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0036365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036162	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
scig1.0036141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035919	1	0	0	0	0	1	0	1	4	0	2	2	0	1	0
scig1.0035883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035851	0	1	0	12	25	53	2	5	1	89	0	37	29	28	10
scig1.0035755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035700	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0035698	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0035677	1	0	0	2	1	0	1	0	0	0	1	0	0	0	1
scig1.0035651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035616	470	306	160	816	569	1385	750	578	968	511	461	626	397	294	400
scig1.0035542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035535	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0035420	0	0	0	1	2	10	1	0	2	2	0	3	2	0	0
scig1.0035279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035207	2	3	0	0	0	1	1	0	0	0	0	0	0	0	0
scig1.0035120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035032	3	0	0	0	1	0	0	2	2	0	0	0	3	0	0
scig1.0035029	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0
scig1.0034989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034845	204	45	15	38	29	134	7	17	10	164	53	210	78	37	35
scig1.0034818	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
scig1.0034816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034713	0	2	0	0	0	0	0	3	1	3	2	1	0	0	0
scig1.0034646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034498	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
scig1.0034411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034408	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0
scig1.0034298	4	0	1	3	0	6	1	1	1	3	1	1	0	3	3
scig1.0034268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034238	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
scig1.0034170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034085	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
scig1.0033938	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0
scig1.0033867	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
scig1.0033861	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0033768	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
scig1.0033742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033672	2	1	0	0	0	1	0	3	1	0	0	0	0	0	0
scig1.0033655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033555	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0043893	0	0	1	0	2	3	0	0	0	1	6	1	1	0	0
scig1.0033543	9	11	2	36	17	49	14	15	27	13	11	10	13	19	10
